,Diputado,Anio,Doc,Folio,Fecha,Asesor,Detalle,Monto
245,Ramón Galleguillos Castillo,2018,,,,STEFANY ANDREA GÓMEZ CONTRERAS,ANÁLISIS Y RECOMENDACIONES DE LA NORMATIVA APLICABLE PARA LA EJECUCIÓN DE GASTOS CORRESPONDIENTES A OPERACIÓN Y PERSONAL EN RAZÓN A LAS ÚLTIMAS CONSIDERACIONES ENTREGADAS POR LA CÁMARA PARA ESTOS FINES. SE DEBE INCLUIR ANTECEDENTES DE RESPALDO Y MODIFICACIONES SI ES QUE LAS HUBIERE A LA FECHA.,700000
246,Ramón Galleguillos Castillo,2018,,5708,26 mar 2018,STEFANY ANDREA GÓMEZ CONTRERAS,"Recopilación, análisis, descripción y estado de las denuncias efectuadas a Contraloría Regional de Tarapacá por los Concejales Rene Cáceres y Jessica Becerra, con el objeto de dimensionar en tiempo y forma cada una de ellas, desde 06 de diciembre de 2016 a la fecha. A su vez, un informe detallado de las consultas y sus estados, respecto a la solicitud de información que los mismos Concejales han hecho a la actual administración en razón a sus atribuciones constitucionales.",1000000
247,Ramón Galleguillos Castillo,2018,,,,STEFANY ANDREA GÓMEZ CONTRERAS,"Gestión de antecedentes denuncia Nº 14014 Contraloría Regional de Tarapacá, respuesta y solicitud de reconsideración de la misma a nivel Nacional. Así como tambien análisis de los informes 487/2017, 859/2017 y 795/2017, todos de la Contraloría Regional de Tarapacá, sus implicancias y plazos de futuras fiscalizaciones de gestiones solicitadas.",1000000
248,Ramón Galleguillos Castillo,2018,,5725,01 apr 2018,STEFANY ANDREA GÓMEZ CONTRERAS,"GESTIÓN Y ANÁLISIS DEL INFORME CONTRALORÍA REGIONAL METROPOLITANA, UNIDAD DE AUDITORÍA 1, INFORME N°1.168 DE FECHA 13 DE ABRIL DE 2018 EN RELACIÓN AL PROCESO DE FISCALIZACIÓN DE LA FARMACIA POPULAR DE LA COMUNA DE RECOLETA, SUS CONSIDERACIONES, METODOLOGÍA Y CONCLUSIONES. A SU VEZ, UN ANÁLISIS RESPECTO A REQUISITOS Y PROCESO DE INSTALACIÓN DE UNA FARMACIA POPULAR, SOLICITANDO FINALMENTE EFECTUAR UNA FISCALIZACIÓN DE ESTE TIPO DE ESTABLECIMIENTOS EN LA REGIÓN DE TARAPACÁ, QUE SEAN ADMINISTRADOS POR LOS MUNICIPIOS O CORPORACIONES MUNICIPALES DE DICHA REGIÓN.",1000000
249,Cristina Girardi Lavín,2019,,,,IVAN LUIS OYARZUN ACUÑA,"ASESORÍA LEGISLATIVA EN REDACCIÓN DE PROYECTOS DE LEY, INDICACIONES, OFICIOS Y DEMÁS REQUERIMIENTOS PROPIOS DE LA LABOR.",3090000
250,Cristina Girardi Lavín,2019,,,,ALONSO JAVIER BOEGEHOLZ SAN MARTIN,ASESORÍ EN PROYECTOS DE EDUCACIÓN,3090000
251,Cristina Girardi Lavín,2019,,,,ALONSO JAVIER BOEGEHOLZ SAN MARTIN,Asesoría en proyectos de educación,1030000
252,Cristina Girardi Lavín,2019,,6167,03 jan 2019,ALONSO JAVIER BOEGEHOLZ SAN MARTIN,PROYECTOS RELACIONADOS CON EDUCACIÓN,1333332
253,Cristina Girardi Lavín,2019,,,,VICTORIA OLIVIA ALEJANDRA FULLERTON SOTO,"Asesoría en comisión de medio ambiente y educación, redacción de iniciativas legislativas y seguimiento de proyectos",726000
254,Cristina Girardi Lavín,2018,,,,IVAN LUIS OYARZUN ACUÑA,"ELABORACIÓN DE PROYECTOS DE LEY, DE ACUERDO Y DE RESOLUCIÓN. SEGUIMIENTO DE PROYECTOS. INFORMES EN DERECHO.",700000
255,Cristina Girardi Lavín,2018,,5663,27 mar 2018,IVAN LUIS OYARZUN ACUÑA,"REDACCIÓN Y ESTUDIO DE PROYECTOS DE LEY, DE ACUERDO Y DE RESOLUCIÓN.INFORMES EN DERECHO.SEGUIMIENTO Y ELABORACIÓN DE MINUTAS DE PROYECTOS EN TRÁMITE.",1300000
256,Cristina Girardi Lavín,2018,,,,IVAN LUIS OYARZUN ACUÑA,"REDACCIÓN DE PROYECTOS DE LEY, DE ACUERDO Y RESOLUCIÓN.INFORMES EN DERECHO.SEGUIMIENTOS DE INICIATIVAS LEGISLATIVAS EN COMISIONES DE EDUCACIÓN, MEDIO AMBIENTE E INVESTIGADORAS.OTROS.",1700000
257,Cristina Girardi Lavín,2018,,5729,13 apr 2018,IVAN LUIS OYARZUN ACUÑA,"ASESORÍA LEGISLATIVA.INFORMES EN DERECHO.ASISTENCIA EN COMISIONES.ESTUDIO Y REDACCIÓN DE PROYECTOS DE LEY, DE ACUERDO Y RESOLUCIONES.",3000000
258,Cristina Girardi Lavín,2018,,,,IVAN LUIS OYARZUN ACUÑA,"ASESORAMIENTO EN COMISIONES.ESTUDIO Y REDACCIÓN DE PROYECTOS DE LEY, DE ACUERDO, RESOLUCIÓN, OFICIOS.INFORMES EN DERECHO.",3000000
259,Rodrigo González Torres,2019,,,,CAROLA DELGADO URETA,DOCUMENTOS DE APOYO PARA EL TRABAJO PARLAMENTARIO.,1030000
260,Rodrigo González Torres,2019,,6171,08 jan 2019,CAROLA DELGADO URETA,"ASESORÍA DE GESTIÓN Y COMUNICACIÓN: PROGRAMA EDUCACIÓN FUTURO, COMO APORTE METODOLÓGICO PARA EL MINISTERIO DE LA CIENCIA Y SOPORTE TÉCNICO PARA PROYECTO DE DESCENTRALIZACIÓN.",1030000
261,Rodrigo González Torres,2018,,,,"SOCIEDAD CENTRO DE ESTUDIOS LEGISLATIVOS, ADMINISTRATIVOS, POLITICOS Y ECONOMICOS","ELABORACIÓN DE INFORMES, PROYECTOS DE LEY, MINUTAS LEGISLATIVAS Y REDACCIÓN DE OTROS DOCUMENTOS EN MATERIA LEGISLATIVA.",700000
262,Rodrigo González Torres,2018,,5658,28 mar 2018,"SOCIEDAD CENTRO DE ESTUDIOS LEGISLATIVOS, ADMINISTRATIVOS, POLITICOS Y ECONOMICOS","ELABORACIÓN DE MINUTAS, PROYECTOS, INFORMES Y OTRO TRABAJOS EN RELACIÓN A ACTIVIDAD LEGISLATIVA.",1000000
263,Rodrigo González Torres,2018,,,,"SOCIEDAD CENTRO DE ESTUDIOS LEGISLATIVOS, ADMINISTRATIVOS, POLITICOS Y ECONOMICOS",MINUTA RESUMEN DE PROYECTOS DE LEY TRATADOS EN MAYO.,1000000
264,Rodrigo González Torres,2018,,5761,26 apr 2018,"SOCIEDAD CENTRO DE ESTUDIOS LEGISLATIVOS, ADMINISTRATIVOS, POLITICOS Y ECONOMICOS",Estudio Casos Descentralizacion - Regionalizacion - Análisis Leyes y Proyectos de Ley,1000000
265,Rodrigo González Torres,2018,,,,"SOCIEDAD CENTRO DE ESTUDIOS LEGISLATIVOS, ADMINISTRATIVOS, POLITICOS Y ECONOMICOS",ANÁLISIS DE LEYES Y PROYECTOS DE LEY.,1000000
266,Rodrigo González Torres,2018,,5824,15 may 2018,CAROLA DELGADO URETA,documentos de apoyo para trabajo parlamentario en comisión de Educación,1000000
267,Rodrigo González Torres,2018,,,,CAROLA DELGADO URETA,documentos de apoyo para trabajo parlamentario en comisión de Educación,1000000
268,Rodrigo González Torres,2018,,5949,01 jun 2018,CAROLA DELGADO URETA,Documentos de apoyo para el trabajo parlamentario en la Comisión de Educación,1000000
269,Javier Hernández Hernández,2021,,,,FUNDACION JAIME GUZMAN,"ASISTENCIA PRESENCIAL O TELEMÁTICA DE PROFESIONALES DEL ÁREA LEGISLATIVA DE LA FUNDACIÓN A LAS SESIONES DE LAS COMISIONES LEGISLATIVAS PERMANENTES EN QUE PARTICIPEN LOS DIPUTADOS CONTRATANTES, CON EL OBJETO DE ASESORARLOS Y APORTARLES INFORMACIÓN TÉCNICA RELEVANTE, PREPARAR MINUTAS DE ANÁLISIS Y COLABORAR EN LA REDACCIÓN DE INDICACIONES SOBRE LOS PROYECTOS DE LEY DEBATIDOS EN ESAS COMISIONES. ASÍ TAMBIÉN SE PRESTARÁ ASESORÍA TÉCNICA JURÍDICA EN LAS COMISIONES INVESTIGADORAS Y EN LOS REQUERIMIENTOS AL TRIBUNAL CONSTITUCIONAL EN QUE PARTICIPEN O QUE PRESENTEN LOS DIPUTADOS CONTRATANTES. ASIMISMO, SE REALIZARÁN MINUTAS DE CONTINGENCIA PARA EL RESPALDO TÉCNICO DE REPORTAJES EN LA PRENSA NACIONAL. ADICIONALMENTE, SE DISTRIBUIRÁ COPIA DE LOS INFORMES DENOMINADOS “RESUMEN A LA SALA”, QUE DESCRIBEN Y ANALIZAN SUCINTAMENTE LOS PRINCIPALES PROYECTOS DE LEY QUE SEAN PUESTOS EN TABLA PARA SU VOTACIÓN EN LA SALA DE LA CÁMARA, A TODOS LOS DIPUTADOS CONTRATANTES.",6000000
270,Javier Hernández Hernández,2020,,,,FUNDACION JAIME GUZMAN,"""RESUMEN A LA SALA"" (ENERO)INFORMES Y MINUTAS RELATIVAS A LA AGENDA SOCIAL Y CONSTITUCIONAL ACTUALMENTE EN TRAMITACIÓN EN EL PARLAMENTO. (FEBRERO)",1000000
271,Javier Hernández Hernández,2020,,,,FUNDACION JAIME GUZMAN,RESUMEN A LA SALA,5000000
272,Javier Hernández Hernández,2019,,,,FUNDACION JAIME GUZMAN,RESUMEN A LA SALA.ANÁLISIS Y SUGERENCIA DE VOTACIÓN DE LOS PROYECTOS DE RESOLUCIÓN QUE SE PRESENTAN EN LA SLA DE LA CÁMARA DE DIPUTADOS.ASESORÍA PRESENCIAL EN LÑAS COMISIONES EN LAS QUE PARTICIPA EL SOLICITANTE.,500000
273,Javier Hernández Hernández,2019,,6190,09 jan 2019,FUNDACION JAIME GUZMAN,"""RESUMEN A LA SALA""",5000000
274,Javier Hernández Hernández,2018,,,,FUNDACION JAIME GUZMAN,INFORME SOBRE SITUACIÓN ACTUAL DE LA LICITACIÓN DEL TRANSANTIAGO,700000
275,Javier Hernández Hernández,2018,,5639,16 mar 2018,FUNDACION JAIME GUZMAN,RESUMEN A LA SALAASISTENCIA A COMISIONES DEL DIPUTADO.,1000000
276,Javier Hernández Hernández,2018,,,,FUNDACION JAIME GUZMAN,"RESUMEN A LA SALA.ASISTENCIA EN COMISIONES. OBRAS PÚBLICAS, TRANSPORTES Y TELECOMUNICACIONES.",1500000
277,Javier Hernández Hernández,2018,,,,FUNDACION JAIME GUZMAN,INFORMES RESUMEN A LA SALA,3000000
278,Marcela Hernando Pérez,2018,,,,YANINNA MATURANA AGUIRRE,"INDAGACIÓN SOBRE LA DISPONIBILIDAD Y ACCESO INFORMACIÓN QUE TIENEN LAS FAMILIAS, RESPECTO A REGISTROS DE DENUNCIAS Y SANCIONES A LA HORA DE ELEGIR UN JARDÍN INFANTIL O SALA CUNA.",700000
279,Marcela Hernando Pérez,2018,,5704,29 mar 2018,IVÁN ANDREASS SILVA ROCO,“BULLYING: EFECTOS Y CONSECUENCIAS DE LA LEGISLACIÓN ACTUAL EN LA CONVIVENCIA ESCOLAR”,1000000
280,Marcela Hernando Pérez,2018,,,,IVÁN ANDREASS SILVA ROCO,"""REDES SOCIALES: CONSECUENCIAS Y PERSPECTIVAS REGULATORIAS SOBRE EL FENÓMENO DE LAS FAKE NEWS"".",1000000
281,Marcela Hernando Pérez,2018,,5749,02 apr 2018,IVÁN ANDREASS SILVA ROCO,Protocolos contra el acoso en establecimientos de educación: Perspectivas regulatorias en el caso chileno.,1000000
282,María José Hoffmann Opazo,2021,,,,FUNDACION JAIME GUZMAN,"ASISTENCIA PRESENCIAL O TELEMÁTICA DE PROFESIONALES DEL ÁREA LEGISLATIVA DE LA FUNDACIÓN A LAS SESIONES DE LAS COMISIONES LEGISLATIVAS PERMANENTES EN QUE PARTICIPEN LOS DIPUTADOS CONTRATANTES, CON EL OBJETO DE ASESORARLOS Y APORTARLES INFORMACIÓN TÉCNICA RELEVANTE, PREPARAR MINUTAS DE ANÁLISIS Y COLABORAR EN LA REDACCIÓN DE INDICACIONES SOBRE LOS PROYECTOS DE LEY DEBATIDOS EN ESAS COMISIONES. ASÍ TAMBIÉN SE PRESTARÁ ASESORÍA TÉCNICA JURÍDICA EN LAS COMISIONES INVESTIGADORAS Y EN LOS REQUERIMIENTOS AL TRIBUNAL CONSTITUCIONAL EN QUE PARTICIPEN O QUE PRESENTEN LOS DIPUTADOS CONTRATANTES. ASIMISMO, SE REALIZARÁN MINUTAS DE CONTINGENCIA PARA EL RESPALDO TÉCNICO DE REPORTAJES EN LA PRENSA NACIONAL. ADICIONALMENTE, SE DISTRIBUIRÁ COPIA DE LOS INFORMES DENOMINADOS “RESUMEN A LA SALA”, QUE DESCRIBEN Y ANALIZAN SUCINTAMENTE LOS PRINCIPALES PROYECTOS DE LEY QUE SEAN PUESTOS EN TABLA PARA SU VOTACIÓN EN LA SALA DE LA CÁMARA, A TODOS LOS DIPUTADOS CONTRATANTES.",6000000
283,María José Hoffmann Opazo,2020,,,,FUNDACION JAIME GUZMAN,"""RESUMEN A LA SALA"" (ENERO)INFORMES Y MINUTAS RELATIVAS A LA AGENDA SOCIAL Y CONSTITUCIONAL ACTUALMENTE EN TRAMITACIÓN EN EL PARLAMENTO. (FEBRERO)",1000000
284,María José Hoffmann Opazo,2020,,,,FUNDACION JAIME GUZMAN,RESUMEN A LA SALA,5000000
285,María José Hoffmann Opazo,2019,,,,FUNDACION JAIME GUZMAN,RESUMEN A LA SALA.BREVE ANÁLISIS Y SUGERENCIA DE VOTACIÓN DE LOS PROYECTOS DE RESOLUCIÓN QUE SE PRESENTAN EN LA SALA DE LA CÁMARA DE DIPUTADOS.ASESORÍA PRESENCIAL EN LAS COMISIONES EN LAS QUE EL SOLICITANTE PARTICIPA.,500000
286,María José Hoffmann Opazo,2019,,6192,09 jan 2019,FUNDACION JAIME GUZMAN,"""RESUMEN A LA SALA""",5000000
287,María José Hoffmann Opazo,2018,,,,FUNDACION JAIME GUZMAN,INFORME SOBRE PROGRAMA DE GOBIERNO Y PROYECTOS DE LEY PENDIENTES EN LA COMISIÓN DE EDUCACIÓN.,400000
288,María José Hoffmann Opazo,2018,,5655,16 mar 2018,JOSÉ CARLOS MEZA PEREIRA,ASESORÍA Y ELABORACIÓN DE PROYECTO DE LEY Y MNUTAS DE PROYECTOS EN TRAMITACIÓN.,300000
289,María José Hoffmann Opazo,2018,,,,FUNDACION JAIME GUZMAN,"Suscripción al documento "" resumen a la sala"", el cual consiste en al entrega física, en el pupitre de cada parlamentario, de un informe que detalla el contenido, implicancia y recomendación de votación de c/u de los proyectos en tabla de la Sala de la Cámara de Diputados.",500000
290,María José Hoffmann Opazo,2018,,5679,29 mar 2018,JOSÉ CARLOS MEZA PEREIRA,Asesoría y Elaboración de Proyectos de Ley y minutas de Proyectos en Tramitación.,500000
291,María José Hoffmann Opazo,2018,,,,FUNDACION JAIME GUZMAN,RESUMEN A LA SALA,1000000
292,María José Hoffmann Opazo,2018,,5758,01 apr 2018,FUNDACION JAIME GUZMAN,INFORMES RESUMEN A LA SALA,3000000
293,Diego Ibáñez Cotroneo,2018,,,,GUILLERMO ANDRÉS PIÑONES AGUILERA,"""RECURSOS HÍDRICOS Y DESERTIFICACIÓN""",200000
294,Diego Ibáñez Cotroneo,2018,,5898,30 may 2018,NATALIA JAVIERA CABRERA SALZMANN,PERFIL DEL MINISTRO DE SALUD.LEY DE ABORTO EN TRES CAUSALES.LEY DE FÁRMACOS.INTERPELACIÓN AL MINISTRO DE SALUD.PROYECTO DE LEY DE CUIDADORES.,300000
295,Diego Ibáñez Cotroneo,2018,,,,NATALIA JAVIERA CABRERA SALZMANN,SEGUIMIENTO LEGISLATIVO EN SALUD EN EL CONGRESO NACIONAL,300000
296,Diego Ibáñez Cotroneo,2018,,5900,30 may 2018,NATALIA JAVIERA CABRERA SALZMANN,SEGUIMIENTO LEGISLATIVO EN SALUD EN EL CONGRESO NACIONAL.,300000
297,Marcos Ilabaca Cerda,2019,,,,JAVIER IGNACIO SANTIBAÑEZ BAEZ,"Se solicita asesoría externa, respecto a confección de minutas de propuestas de iniciativas legislativas, redacción de minutas de temas de interés regional y nacional, minutas de análisis de los temas discutidos en la tabla de la Cámara de Diputados, confección de propuestas de intervención y redacción de propuestas de oficios.",1000000
298,Marcos Ilabaca Cerda,2019,,6187,01 jan 2019,JAVIER IGNACIO SANTIBAÑEZ BAEZ,"Se solicita asesoría externa relativa: a redacción de minutas de temas de interés regional y nacional, confección de propuestas de proyectos de ley y de redacción de propuestas de oficios. Minuta de análisis de la agenda legislativa proyectada para el año 2019",1000000
299,Marcos Ilabaca Cerda,2019,,,,JAVIER IGNACIO SANTIBAÑEZ BAEZ,"Se solicita asesoría externa relativa a: redacción de minutas de los proyectos de Ley puestos en tabla legislativa, confección de propuestas de proyectos de ley y redacción de propuestas de oficios",1000000
300,Marcos Ilabaca Cerda,2019,,6219,01 feb 2019,MANUEL ALEJANDRO CARRASCO PEREZ,"ASESORÍA PARA LA SISTEMATIZACIÓN DE LAS INICIATIVAS LEGISLATIVAS PRESENTADAS DURANTE EL PERIODO, PREPARAR LA AGENDA LEGISLATIVA DEL PRIMER SEMESTRE DE 2019. ELABORAR MATRIZ DE INICIATIVAS LEGISLATIVAS VERSUS LAS INQUIETUDES RECOGIDAS EN EL TRABAJO TERRITORIAL PARLAMENTARIO.",1000000
301,Marcos Ilabaca Cerda,2018,,,,FABIOLA BEATRIZ RIVAS MIRANDA,"ASESORÍA EN MATERIAS DE LEY, CONFECCIÓN DE MINUTAS DE TEMAS DE RELEVANCIA SOCIAL, REGIONAL Y NACIONAL, INFORMES SOBRE LEGISLACIÓN COMPARADA, RESPECTO DE INICIATIVAS DE LEY",700000
302,Marcos Ilabaca Cerda,2018,,5693,11 mar 2018,FABIOLA BEATRIZ RIVAS MIRANDA,"Confección de minutas de temas de interés regional y nacional, confección de minutas resumidas en relación a las iniciativas de Ley discutidas en tabla, confección de propuestas de oficios de fiscalización, confección de propuestas de intervención, respecto de temas de interés legislativo o de interés general según se requiera",1000000
303,Marcos Ilabaca Cerda,2018,,,,FABIOLA BEATRIZ RIVAS MIRANDA,"Se solicita asesoría externa, en materia de confección de minutas de temas de interés regional y nacional, confección de minutas resumidas en relación a las iniciativas de Ley discutidas en tabla, confección y propuestas de oficios de fiscalización, confección de propuestas de intervención, respecto de temas de interés legislativo, o de interés general según se requiera",1000000
304,Marcos Ilabaca Cerda,2018,,5776,01 apr 2018,FABIOLA BEATRIZ RIVAS MIRANDA,"ASESORÍA EXTERNA, EN MATERIA DE CONFECCIÓN DE MINUTAS DE TEMAS DE INTERÉS REGIONAL Y NACIONAL.CONFECCIÓN DE MINUTAS RESUMIDAS EN RELACIÓN A LAS INICIATIVAS DE LEY DISCUTIDAS EN SALA.CONFECCIÓN DE PROPUESTAS DE OFICIOS DE FISCALIZACIÓN. CONFECCIÓN DE PROPUESTAS DE INTERVENCIÓN RESPECTO DE TEMAS DE INTERÉS LEGISLATIVO O DE INTERÉS GENERAL SEGÚN SE REQUIERA.",1000000
305,Marcos Ilabaca Cerda,2018,,,,JAVIER IGNACIO SANTIBAÑEZ BAEZ,CONFECCIÓN DE MINUTAS DE PROPUESTAS DE INICIATIVAS LEGISLATIVAS. REDACCIÓN DE MINUTAS DE TEMAS DE INTERÉS REGIONAL Y NACIONAL. MINUTAS DE ANÁLISIS DE TEMAS DISCUTIDOS EN LA TABLA DE LA CÁMARA DE DIPUTADOS. CONFECCIÓN DE PROPUESTAS DE INTERVENCIÓN Y REDACCIÓN DE PROPUESTAS DE OFICIOS.,1000000
306,Marcos Ilabaca Cerda,2018,,5843,01 may 2018,JAVIER IGNACIO SANTIBAÑEZ BAEZ,CONFECCIÓN DE MINUTAS DE PROPUESTAS DE INICIATIVAS LEGISLATIVAS.REDACCIÓN DE MINUTAS DE TEMAS DE INTERÉS REGIONAL Y NACIONAL.MINUTAS DE ANÁLISIS DE LOS TEMAS DISCUTIDOS EN LA TABLA DE LA CÁMARA DE DIPUTADOS.CONFECCIÓN DE PROPUESTAS DE INTERVENCIÓN.REDACCIÓN DE PROPUESTAS DE OFICIOS.,1000000
307,Marcos Ilabaca Cerda,2018,,,,JAVIER IGNACIO SANTIBAÑEZ BAEZ,"Se solicita asesoría externa, respecto a confección de minutas e propuestas de iniciativas legislativas, redacción de minutas de temas de interés regional y nacional, minutas de análisis de los temas discutidos en la tabla de la cámara de diputados, confección de propuestas de intervención y redacción de oficios.",1000000
308,Marcos Ilabaca Cerda,2018,,5938,20 jun 2018,JAVIER IGNACIO SANTIBAÑEZ BAEZ,"Se solicita asesoría externa, respecto a confección de minutas de propuestas de iniciativas legislativas, redacción de minutas de temas de interés regional y nacional, minutas de análisis de los temas discutidos en la tabla de la Cámara de Diputados, confección de propuestas de intervención y redacción de propuestas de oficios.",1000000
309,Marcos Ilabaca Cerda,2018,,,,JAVIER IGNACIO SANTIBAÑEZ BAEZ,CONFECCIÓN DE MINUTAS DE PROPUESTAS DE INICIATIVAS LEGISLATIVAS.REDACCIÓN DE MINUTAS DE TEMAS DE INTERÉS REGIONAL Y NACIONAL.MINUTAS DE ANÁLISIS DE TEMAS DISCUTIDOS EN LA TABLA DE LA CÁMARA DE DIPUTADOS.PROPUESTAS DE INTERVENCIÓN Y REDACCIÓN DE PROPUESTAS DE OFICIOS.,1000000
310,Marcos Ilabaca Cerda,2018,,6021,19 jul 2018,JAVIER IGNACIO SANTIBAÑEZ BAEZ,"Se solicita asesoría externa, respecto a confección de minutas de propuestas de iniciativas legislativas, redacción de minutas de temas de interés regional y nacional, minutas de análisis de los temas discutidos en la tabla de la Cámara de Diputados, confección de propuestas de intervención y redacción de propuestas de oficios.",1000000
311,Giorgio Jackson Drago,2020,,,,CONSULTORA HÉLICE SPA,"Informes y minutas técnicas legislativas con propuesta de política pública, mirada comparada, incluyendo referencia de identificación de actores claves. En torno a temas de ciencia y tecnología.",3600000
312,Giorgio Jackson Drago,2018,,,,MARIA FERNANDA DIAZ VIDAL,ASESORIA JURIDICA EN RELACION A LOS PROYECTOS A SER DISCUTIDOS EN LAS SESIONES DE LA SALA DE LA CAMRA Y OTRAS MATERIAS REQUERIDAS POR EL DIPUTADO ENTRE LOS DIAS 12 AL 30 DE MARZO,100000
313,Giorgio Jackson Drago,2018,,5685,11 mar 2018,HUGO MONTES SORO,"GENERACIÓN DE MAPAS DE ORGANIZACIONES SOCIALES, PUNTOS DE AFLUENCIAS, FERIAS DEL DISTRITO 10.GESTIÓN Y DISEÑO DE BASE DE DATOS DE VECINOS DEL DISTRITO 10 VINCULADAS CON LA DIPUTACIÓN DE GIORGIO JACKSON. APOYO EN LA PREPARACIÓN SEMANA DISTRITAL DE MARZO 2018.",600000
314,Giorgio Jackson Drago,2018,,,,HUGO MONTES SORO,"Generación de mapa de organizaciones sociales, puntos de afluencias, ferias del distrito 10. Gestión y diseño de base de datos de vecinos del distrito 10 vinculadas con la diputación de Giorgio Jackson. Apoyo en la preparación semana distrital de Abril 2018.",900000
315,Giorgio Jackson Drago,2018,,5701,29 mar 2018,MAITE ALEJANDRA GAMBARDELLA D'ETIGNY,ANÁLISIS JURÍDICO DE LOS PROYECTOS DE LEY A SER VOTADOS EN SALA Y EN LAS COMISIONES INTEGRADAS POR EL DIPUTADO.,1000000
316,Carlos Abel Jarpa Wevar,2021,,,,MARCOS ANDRÉS ESPINOSA MONARDES,"ANALISIS PROYECTO DE LEY ,INICIADO EN MENSAJE QUE CREA EL NUEVO SERVICIO NACIONAL DE ACCESO A LA JUSTICIA Y LA DEFENSORÍA DE LAS VÍCTIMAS DE DELITOS.",500000
317,Carlos Abel Jarpa Wevar,2021,,6435,01 jan 2021,MARCOS ANDRÉS ESPINOSA MONARDES,"POLÍTICAS HABITACIONALES,Y ROL DEL ESTADO PARA ENFRENTAR EL DÉFICIT DE VIVIENDAS SOCIALES: ANÁLISIS Y CONSIDERACIONES",500000
318,Carlos Abel Jarpa Wevar,2021,,,,MARCOS ANDRÉS ESPINOSA MONARDES,"INFORME: ""LOS ASENTAMIENTOS INFORMALES EN CHILE. ANÁLISIS DE LAS CAUSAS,Y EVOLUCIÓN HISTÓRICA"".",500000
319,Carlos Abel Jarpa Wevar,2021,,6443,01 feb 2021,MARCOS ANDRÉS ESPINOSA MONARDES,"INFORM: EL SISTEMA EDUCACIONAL CHILENO EN TIEMPOS DE COVID,ANÁLISIS DE LOS RESULTADOS Y ESTÁNDARES QUE MIDEN LA CALIDAD DE LA EDUCACIÓN.",500000
320,Carlos Abel Jarpa Wevar,2021,,,,MARCOS ANDRÉS ESPINOSA MONARDES,"LEY 20000 ,DESPENALIZACIÓN DE CULTIVO Y CONSUMO DE MARIHUANA,CON FINES MEDICINALES,CONSIDERACIONES CUANTITATIVAS E IMPACTO DE LA LEY ,DESDE SU ENTRADA EN VIGENCIA.",500000
321,Carlos Abel Jarpa Wevar,2021,,6453,01 mar 2021,MARCOS ANDRÉS ESPINOSA MONARDES,Informe: ANÁLISIS DEL PROYECTO DE ACUERDO CONTENIDO EN BOLETÍN 12195 QUE RATIFICA ACUERDO TRANSPACÍFICO-11,500000
322,Carlos Abel Jarpa Wevar,2021,,,,MARCOS ANDRÉS ESPINOSA MONARDES,INFORME : LA ENCUESTA CASEN Y SU EVOLUCIÓN EN LOS ÚLTIMOS SEIS AÑOS. ANÁLISIS DE VARIABLES Y CRECIMIENTO ECONÓMICO.,500000
323,Carlos Abel Jarpa Wevar,2021,,6461,01 apr 2021,MARCOS ANDRÉS ESPINOSA MONARDES,"INFORME: ""EFECTOS DE LA LEGALIZACIÓN DE LA MARIHUANA RECREACIONAL, ANÁLISIS DE LOS RESULTADOS Y PROYECCIONES DEL INFORME DEL SENDA"".",500000
324,Carlos Abel Jarpa Wevar,2021,,,,MARCOS ANDRÉS ESPINOSA MONARDES,ANÁLISIS HISTÓRICO DE LA DELIMITACIÓN GEOPOLÍTICA DEL ÁREA AUSTRAL DE CHILE-ARGENTINA. CONSIDERACIONES Y CONFLICTOS DIPLOMÁTICOS.-,500000
325,Carlos Abel Jarpa Wevar,2021,,6467,01 may 2021,MARCOS ANDRÉS ESPINOSA MONARDES,"""LA INSTITUCIONALIDAD AMBIENTAL , SU ESTRUCTURA Y MARCO REGULATORIO,EN LA NUEVA ARQUITECTURA JURÍDICA"".",500000
326,Carlos Abel Jarpa Wevar,2020,,,,MARCOS ANDRÉS ESPINOSA MONARDES,"INFORME: ""LA NOCIÓN DE ESTADO EMPRESARIO Y ESTADO SUBSIDIARIO,A LA LUZ DE LA CIENCIA POLÍTICA CONTEMPORÁNEA. EL CASO DE CHILE"". DEFINICIÓN DEL ROL DEL ESTADO EN EL CONTEXTO SOCIAL,ECONÓMICO Y CULTURAL DEL CHILE DEL SIGLO XXI ANALIZAR LAS DIVERSAS CATEGORÍAS QUE ESTÁN INCORPORADAS EN LAS CONSTITUCIONES LATINOAMERICANAS.",500000
327,Carlos Abel Jarpa Wevar,2020,,6355,01 jan 2020,MARCOS ANDRÉS ESPINOSA MONARDES,"Informe: ""PRUEBA DE SELECCIÓN UNIVERSITARIA 2019 Y EL DERECHO A LA EDUCACIÓN"" CONTENIDO: LA PSU COMO SELECCIÓN ESCOLAR Y COMO MEDIO DE DESIGUALDAD. EL DERECHO DE EDUCACIÓN A LA LUZ DE LAS MEDIDAS ADOPTADAS POR LAS INSTITUCIONES A CARGO, PROHIBIENDO SU REALIZACIÓN. ANÁLISIS DE OTROS MÉTODOS SE INGRESO.",500000
328,Carlos Abel Jarpa Wevar,2020,,,,MARCOS ANDRÉS ESPINOSA MONARDES,"INFORME: ""REFORMAS AL SISTEMA DE SALUD PÚBLICA DESDE LA DÉCADA DEL 90 A LA FECHA. PRINCIPALES HITOS Y CARACTERÍSTICAS DEL SISTEMA"".",500000
